"","name","description","page"
"1764","lcrocea_homolog_chromosome","Large yellow croaker chromosome/scaffold name","homologs"
"1765","lcrocea_homolog_chrom_start","Large yellow croaker chromosome/scaffold start (bp)","homologs"
"1766","lcrocea_homolog_chrom_end","Large yellow croaker chromosome/scaffold end (bp)","homologs"
"1767","lcrocea_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1768","lcrocea_homolog_subtype","Last common ancestor with Large yellow croaker","homologs"
"1769","lcrocea_homolog_orthology_type","Large yellow croaker homology type","homologs"
"1770","lcrocea_homolog_perc_id","%id. target Large yellow croaker gene identical to query gene","homologs"
"1771","lcrocea_homolog_perc_id_r1","%id. query gene identical to target Large yellow croaker gene","homologs"
"1772","lcrocea_homolog_goc_score","Large yellow croaker Gene-order conservation score","homologs"
"1773","lcrocea_homolog_wga_coverage","Large yellow croaker Whole-genome alignment coverage","homologs"
"1774","lcrocea_homolog_orthology_confidence","Large yellow croaker orthology confidence [0 low, 1 high]","homologs"
"1775","lleishanense_homolog_ensembl_gene","Leishan spiny toad gene stable ID","homologs"
"1776","lleishanense_homolog_associated_gene_name","Leishan spiny toad gene name","homologs"
"1777","lleishanense_homolog_ensembl_peptide","Leishan spiny toad protein or transcript stable ID","homologs"
"1778","lleishanense_homolog_chromosome","Leishan spiny toad chromosome/scaffold name","homologs"
"1779","lleishanense_homolog_chrom_start","Leishan spiny toad chromosome/scaffold start (bp)","homologs"
"1780","lleishanense_homolog_chrom_end","Leishan spiny toad chromosome/scaffold end (bp)","homologs"
"1781","lleishanense_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1782","lleishanense_homolog_subtype","Last common ancestor with Leishan spiny toad","homologs"
"1783","lleishanense_homolog_orthology_type","Leishan spiny toad homology type","homologs"
"1784","lleishanense_homolog_perc_id","%id. target Leishan spiny toad gene identical to query gene","homologs"
"1785","lleishanense_homolog_perc_id_r1","%id. query gene identical to target Leishan spiny toad gene","homologs"
"1786","lleishanense_homolog_goc_score","Leishan spiny toad Gene-order conservation score","homologs"
"1787","lleishanense_homolog_wga_coverage","Leishan spiny toad Whole-genome alignment coverage","homologs"
"1788","lleishanense_homolog_orthology_confidence","Leishan spiny toad orthology confidence [0 low, 1 high]","homologs"
"1789","ppardus_homolog_ensembl_gene","Leopard gene stable ID","homologs"
"1790","ppardus_homolog_associated_gene_name","Leopard gene name","homologs"
"1791","ppardus_homolog_ensembl_peptide","Leopard protein or transcript stable ID","homologs"
"1792","ppardus_homolog_chromosome","Leopard chromosome/scaffold name","homologs"
"1793","ppardus_homolog_chrom_start","Leopard chromosome/scaffold start (bp)","homologs"
"1794","ppardus_homolog_chrom_end","Leopard chromosome/scaffold end (bp)","homologs"
"1795","ppardus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1796","ppardus_homolog_subtype","Last common ancestor with Leopard","homologs"
"1797","ppardus_homolog_orthology_type","Leopard homology type","homologs"
"1798","ppardus_homolog_perc_id","%id. target Leopard gene identical to query gene","homologs"
"1799","ppardus_homolog_perc_id_r1","%id. query gene identical to target Leopard gene","homologs"
"1800","ppardus_homolog_goc_score","Leopard Gene-order conservation score","homologs"
"1801","ppardus_homolog_wga_coverage","Leopard Whole-genome alignment coverage","homologs"
"1802","ppardus_homolog_orthology_confidence","Leopard orthology confidence [0 low, 1 high]","homologs"
"1803","jjaculus_homolog_ensembl_gene","Lesser Egyptian jerboa gene stable ID","homologs"
"1804","jjaculus_homolog_associated_gene_name","Lesser Egyptian jerboa gene name","homologs"
"1805","jjaculus_homolog_ensembl_peptide","Lesser Egyptian jerboa protein or transcript stable ID","homologs"
"1806","jjaculus_homolog_chromosome","Lesser Egyptian jerboa chromosome/scaffold name","homologs"
"1807","jjaculus_homolog_chrom_start","Lesser Egyptian jerboa chromosome/scaffold start (bp)","homologs"
"1808","jjaculus_homolog_chrom_end","Lesser Egyptian jerboa chromosome/scaffold end (bp)","homologs"
"1809","jjaculus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1810","jjaculus_homolog_subtype","Last common ancestor with Lesser Egyptian jerboa","homologs"
"1811","jjaculus_homolog_orthology_type","Lesser Egyptian jerboa homology type","homologs"
"1812","jjaculus_homolog_perc_id","%id. target Lesser Egyptian jerboa gene identical to query gene","homologs"
"1813","jjaculus_homolog_perc_id_r1","%id. query gene identical to target Lesser Egyptian jerboa gene","homologs"
"1814","jjaculus_homolog_goc_score","Lesser Egyptian jerboa Gene-order conservation score","homologs"
"1815","jjaculus_homolog_wga_coverage","Lesser Egyptian jerboa Whole-genome alignment coverage","homologs"
"1816","jjaculus_homolog_orthology_confidence","Lesser Egyptian jerboa orthology confidence [0 low, 1 high]","homologs"
"1817","etelfairi_homolog_ensembl_gene","Lesser hedgehog tenrec gene stable ID","homologs"
"1818","etelfairi_homolog_associated_gene_name","Lesser hedgehog tenrec gene name","homologs"
"1819","etelfairi_homolog_ensembl_peptide","Lesser hedgehog tenrec protein or transcript stable ID","homologs"
"1820","etelfairi_homolog_chromosome","Lesser hedgehog tenrec chromosome/scaffold name","homologs"
"1821","etelfairi_homolog_chrom_start","Lesser hedgehog tenrec chromosome/scaffold start (bp)","homologs"
"1822","etelfairi_homolog_chrom_end","Lesser hedgehog tenrec chromosome/scaffold end (bp)","homologs"
"1823","etelfairi_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1824","etelfairi_homolog_subtype","Last common ancestor with Lesser hedgehog tenrec","homologs"
"1825","etelfairi_homolog_orthology_type","Lesser hedgehog tenrec homology type","homologs"
"1826","etelfairi_homolog_perc_id","%id. target Lesser hedgehog tenrec gene identical to query gene","homologs"
"1827","etelfairi_homolog_perc_id_r1","%id. query gene identical to target Lesser hedgehog tenrec gene","homologs"
"1828","etelfairi_homolog_goc_score","Lesser hedgehog tenrec Gene-order conservation score","homologs"
"1829","etelfairi_homolog_wga_coverage","Lesser hedgehog tenrec Whole-genome alignment coverage","homologs"
"1830","etelfairi_homolog_orthology_confidence","Lesser hedgehog tenrec orthology confidence [0 low, 1 high]","homologs"
"1831","pleo_homolog_ensembl_gene","Lion gene stable ID","homologs"
"1832","pleo_homolog_associated_gene_name","Lion gene name","homologs"
"1833","pleo_homolog_ensembl_peptide","Lion protein or transcript stable ID","homologs"
"1834","pleo_homolog_chromosome","Lion chromosome/scaffold name","homologs"
"1835","pleo_homolog_chrom_start","Lion chromosome/scaffold start (bp)","homologs"
"1836","pleo_homolog_chrom_end","Lion chromosome/scaffold end (bp)","homologs"
"1837","pleo_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1838","pleo_homolog_subtype","Last common ancestor with Lion","homologs"
"1839","pleo_homolog_orthology_type","Lion homology type","homologs"
"1840","pleo_homolog_perc_id","%id. target Lion gene identical to query gene","homologs"
"1841","pleo_homolog_perc_id_r1","%id. query gene identical to target Lion gene","homologs"
"1842","pleo_homolog_goc_score","Lion Gene-order conservation score","homologs"
"1843","pleo_homolog_wga_coverage","Lion Whole-genome alignment coverage","homologs"
"1844","pleo_homolog_orthology_confidence","Lion orthology confidence [0 low, 1 high]","homologs"
"1845","clanigera_homolog_ensembl_gene","Long-tailed chinchilla gene stable ID","homologs"
"1846","clanigera_homolog_associated_gene_name","Long-tailed chinchilla gene name","homologs"
"1847","clanigera_homolog_ensembl_peptide","Long-tailed chinchilla protein or transcript stable ID","homologs"
"1848","clanigera_homolog_chromosome","Long-tailed chinchilla chromosome/scaffold name","homologs"
"1849","clanigera_homolog_chrom_start","Long-tailed chinchilla chromosome/scaffold start (bp)","homologs"
"1850","clanigera_homolog_chrom_end","Long-tailed chinchilla chromosome/scaffold end (bp)","homologs"
"1851","clanigera_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1852","clanigera_homolog_subtype","Last common ancestor with Long-tailed chinchilla","homologs"
"1853","clanigera_homolog_orthology_type","Long-tailed chinchilla homology type","homologs"
"1854","clanigera_homolog_perc_id","%id. target Long-tailed chinchilla gene identical to query gene","homologs"
"1855","clanigera_homolog_perc_id_r1","%id. query gene identical to target Long-tailed chinchilla gene","homologs"
"1856","clanigera_homolog_goc_score","Long-tailed chinchilla Gene-order conservation score","homologs"
"1857","clanigera_homolog_wga_coverage","Long-tailed chinchilla Whole-genome alignment coverage","homologs"
"1858","clanigera_homolog_orthology_confidence","Long-tailed chinchilla orthology confidence [0 low, 1 high]","homologs"
"1859","clumpus_homolog_ensembl_gene","Lumpfish gene stable ID","homologs"
"1860","clumpus_homolog_associated_gene_name","Lumpfish gene name","homologs"
"1861","clumpus_homolog_ensembl_peptide","Lumpfish protein or transcript stable ID","homologs"
"1862","clumpus_homolog_chromosome","Lumpfish chromosome/scaffold name","homologs"
"1863","clumpus_homolog_chrom_start","Lumpfish chromosome/scaffold start (bp)","homologs"
"1864","clumpus_homolog_chrom_end","Lumpfish chromosome/scaffold end (bp)","homologs"
"1865","clumpus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1866","clumpus_homolog_subtype","Last common ancestor with Lumpfish","homologs"
"1867","clumpus_homolog_orthology_type","Lumpfish homology type","homologs"
"1868","clumpus_homolog_perc_id","%id. target Lumpfish gene identical to query gene","homologs"
"1869","clumpus_homolog_perc_id_r1","%id. query gene identical to target Lumpfish gene","homologs"
"1870","clumpus_homolog_goc_score","Lumpfish Gene-order conservation score","homologs"
"1871","clumpus_homolog_wga_coverage","Lumpfish Whole-genome alignment coverage","homologs"
"1872","clumpus_homolog_orthology_confidence","Lumpfish orthology confidence [0 low, 1 high]","homologs"
"1873","nbrichardi_homolog_ensembl_gene","Lyretail cichlid gene stable ID","homologs"
"1874","nbrichardi_homolog_associated_gene_name","Lyretail cichlid gene name","homologs"
"1875","nbrichardi_homolog_ensembl_peptide","Lyretail cichlid protein or transcript stable ID","homologs"
"1876","nbrichardi_homolog_chromosome","Lyretail cichlid chromosome/scaffold name","homologs"
"1877","nbrichardi_homolog_chrom_start","Lyretail cichlid chromosome/scaffold start (bp)","homologs"
"1878","nbrichardi_homolog_chrom_end","Lyretail cichlid chromosome/scaffold end (bp)","homologs"
"1879","nbrichardi_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1880","nbrichardi_homolog_subtype","Last common ancestor with Lyretail cichlid","homologs"
"1881","nbrichardi_homolog_orthology_type","Lyretail cichlid homology type","homologs"
"1882","nbrichardi_homolog_perc_id","%id. target Lyretail cichlid gene identical to query gene","homologs"
"1883","nbrichardi_homolog_perc_id_r1","%id. query gene identical to target Lyretail cichlid gene","homologs"
"1884","nbrichardi_homolog_goc_score","Lyretail cichlid Gene-order conservation score","homologs"
"1885","nbrichardi_homolog_wga_coverage","Lyretail cichlid Whole-genome alignment coverage","homologs"
"1886","nbrichardi_homolog_orthology_confidence","Lyretail cichlid orthology confidence [0 low, 1 high]","homologs"
"1887","anancymaae_homolog_ensembl_gene","Ma's night monkey gene stable ID","homologs"
"1888","anancymaae_homolog_associated_gene_name","Ma's night monkey gene name","homologs"
"1889","anancymaae_homolog_ensembl_peptide","Ma's night monkey protein or transcript stable ID","homologs"
"1890","anancymaae_homolog_chromosome","Ma's night monkey chromosome/scaffold name","homologs"
"1891","anancymaae_homolog_chrom_start","Ma's night monkey chromosome/scaffold start (bp)","homologs"
"1892","anancymaae_homolog_chrom_end","Ma's night monkey chromosome/scaffold end (bp)","homologs"
"1893","anancymaae_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1894","anancymaae_homolog_subtype","Last common ancestor with Ma's night monkey","homologs"
"1895","anancymaae_homolog_orthology_type","Ma's night monkey homology type","homologs"
"1896","anancymaae_homolog_perc_id","%id. target Ma's night monkey gene identical to query gene","homologs"
"1897","anancymaae_homolog_perc_id_r1","%id. query gene identical to target Ma's night monkey gene","homologs"
"1898","anancymaae_homolog_goc_score","Ma's night monkey Gene-order conservation score","homologs"
"1899","anancymaae_homolog_wga_coverage","Ma's night monkey Whole-genome alignment coverage","homologs"
"1900","anancymaae_homolog_orthology_confidence","Ma's night monkey orthology confidence [0 low, 1 high]","homologs"
"1901","mmulatta_homolog_ensembl_gene","Macaque gene stable ID","homologs"
"1902","mmulatta_homolog_associated_gene_name","Macaque gene name","homologs"
"1903","mmulatta_homolog_ensembl_peptide","Macaque protein or transcript stable ID","homologs"
"1904","mmulatta_homolog_chromosome","Macaque chromosome/scaffold name","homologs"
"1905","mmulatta_homolog_chrom_start","Macaque chromosome/scaffold start (bp)","homologs"
"1906","mmulatta_homolog_chrom_end","Macaque chromosome/scaffold end (bp)","homologs"
"1907","mmulatta_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1908","mmulatta_homolog_subtype","Last common ancestor with Macaque","homologs"
"1909","mmulatta_homolog_orthology_type","Macaque homology type","homologs"
"1910","mmulatta_homolog_perc_id","%id. target Macaque gene identical to query gene","homologs"
"1911","mmulatta_homolog_perc_id_r1","%id. query gene identical to target Macaque gene","homologs"
"1912","mmulatta_homolog_goc_score","Macaque Gene-order conservation score","homologs"
"1913","mmulatta_homolog_wga_coverage","Macaque Whole-genome alignment coverage","homologs"
"1914","mmulatta_homolog_orthology_confidence","Macaque orthology confidence [0 low, 1 high]","homologs"
"1915","nscutatus_homolog_ensembl_gene","Mainland tiger snake gene stable ID","homologs"
"1916","nscutatus_homolog_associated_gene_name","Mainland tiger snake gene name","homologs"
"1917","nscutatus_homolog_ensembl_peptide","Mainland tiger snake protein or transcript stable ID","homologs"
"1918","nscutatus_homolog_chromosome","Mainland tiger snake chromosome/scaffold name","homologs"
"1919","nscutatus_homolog_chrom_start","Mainland tiger snake chromosome/scaffold start (bp)","homologs"
"1920","nscutatus_homolog_chrom_end","Mainland tiger snake chromosome/scaffold end (bp)","homologs"
"1921","nscutatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1922","nscutatus_homolog_subtype","Last common ancestor with Mainland tiger snake","homologs"
"1923","nscutatus_homolog_orthology_type","Mainland tiger snake homology type","homologs"
"1924","nscutatus_homolog_perc_id","%id. target Mainland tiger snake gene identical to query gene","homologs"
"1925","nscutatus_homolog_perc_id_r1","%id. query gene identical to target Mainland tiger snake gene","homologs"
"1926","nscutatus_homolog_goc_score","Mainland tiger snake Gene-order conservation score","homologs"
"1927","nscutatus_homolog_wga_coverage","Mainland tiger snake Whole-genome alignment coverage","homologs"
"1928","nscutatus_homolog_orthology_confidence","Mainland tiger snake orthology confidence [0 low, 1 high]","homologs"
"1929","pnyererei_homolog_ensembl_gene","Makobe Island cichlid gene stable ID","homologs"
"1930","pnyererei_homolog_associated_gene_name","Makobe Island cichlid gene name","homologs"
"1931","pnyererei_homolog_ensembl_peptide","Makobe Island cichlid protein or transcript stable ID","homologs"
"1932","pnyererei_homolog_chromosome","Makobe Island cichlid chromosome/scaffold name","homologs"
"1933","pnyererei_homolog_chrom_start","Makobe Island cichlid chromosome/scaffold start (bp)","homologs"
"1934","pnyererei_homolog_chrom_end","Makobe Island cichlid chromosome/scaffold end (bp)","homologs"
"1935","pnyererei_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1936","pnyererei_homolog_subtype","Last common ancestor with Makobe Island cichlid","homologs"
"1937","pnyererei_homolog_orthology_type","Makobe Island cichlid homology type","homologs"
"1938","pnyererei_homolog_perc_id","%id. target Makobe Island cichlid gene identical to query gene","homologs"
"1939","pnyererei_homolog_perc_id_r1","%id. query gene identical to target Makobe Island cichlid gene","homologs"
"1940","pnyererei_homolog_goc_score","Makobe Island cichlid Gene-order conservation score","homologs"
"1941","pnyererei_homolog_wga_coverage","Makobe Island cichlid Whole-genome alignment coverage","homologs"
"1942","pnyererei_homolog_orthology_confidence","Makobe Island cichlid orthology confidence [0 low, 1 high]","homologs"
"1943","kmarmoratus_homolog_ensembl_gene","Mangrove rivulus gene stable ID","homologs"
"1944","kmarmoratus_homolog_associated_gene_name","Mangrove rivulus gene name","homologs"
"1945","kmarmoratus_homolog_ensembl_peptide","Mangrove rivulus protein or transcript stable ID","homologs"
"1946","kmarmoratus_homolog_chromosome","Mangrove rivulus chromosome/scaffold name","homologs"
"1947","kmarmoratus_homolog_chrom_start","Mangrove rivulus chromosome/scaffold start (bp)","homologs"
"1948","kmarmoratus_homolog_chrom_end","Mangrove rivulus chromosome/scaffold end (bp)","homologs"
"1949","kmarmoratus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1950","kmarmoratus_homolog_subtype","Last common ancestor with Mangrove rivulus","homologs"
"1951","kmarmoratus_homolog_orthology_type","Mangrove rivulus homology type","homologs"
"1952","kmarmoratus_homolog_perc_id","%id. target Mangrove rivulus gene identical to query gene","homologs"
"1953","kmarmoratus_homolog_perc_id_r1","%id. query gene identical to target Mangrove rivulus gene","homologs"
"1954","kmarmoratus_homolog_goc_score","Mangrove rivulus Gene-order conservation score","homologs"
"1955","kmarmoratus_homolog_wga_coverage","Mangrove rivulus Whole-genome alignment coverage","homologs"
"1956","kmarmoratus_homolog_orthology_confidence","Mangrove rivulus orthology confidence [0 low, 1 high]","homologs"
"1957","gfortis_homolog_ensembl_gene","Medium ground-finch gene stable ID","homologs"
"1958","gfortis_homolog_associated_gene_name","Medium ground-finch gene name","homologs"
"1959","gfortis_homolog_ensembl_peptide","Medium ground-finch protein or transcript stable ID","homologs"
"1960","gfortis_homolog_chromosome","Medium ground-finch chromosome/scaffold name","homologs"
"1961","gfortis_homolog_chrom_start","Medium ground-finch chromosome/scaffold start (bp)","homologs"
"1962","gfortis_homolog_chrom_end","Medium ground-finch chromosome/scaffold end (bp)","homologs"
"1963","gfortis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1964","gfortis_homolog_subtype","Last common ancestor with Medium ground-finch","homologs"
"1965","gfortis_homolog_orthology_type","Medium ground-finch homology type","homologs"
"1966","gfortis_homolog_perc_id","%id. target Medium ground-finch gene identical to query gene","homologs"
"1967","gfortis_homolog_perc_id_r1","%id. query gene identical to target Medium ground-finch gene","homologs"
"1968","gfortis_homolog_goc_score","Medium ground-finch Gene-order conservation score","homologs"
"1969","gfortis_homolog_wga_coverage","Medium ground-finch Whole-genome alignment coverage","homologs"
"1970","gfortis_homolog_orthology_confidence","Medium ground-finch orthology confidence [0 low, 1 high]","homologs"
"1971","pvampyrus_homolog_ensembl_gene","Megabat gene stable ID","homologs"
"1972","pvampyrus_homolog_associated_gene_name","Megabat gene name","homologs"
"1973","pvampyrus_homolog_ensembl_peptide","Megabat protein or transcript stable ID","homologs"
"1974","pvampyrus_homolog_chromosome","Megabat chromosome/scaffold name","homologs"
"1975","pvampyrus_homolog_chrom_start","Megabat chromosome/scaffold start (bp)","homologs"
"1976","pvampyrus_homolog_chrom_end","Megabat chromosome/scaffold end (bp)","homologs"
"1977","pvampyrus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1978","pvampyrus_homolog_subtype","Last common ancestor with Megabat","homologs"
"1979","pvampyrus_homolog_orthology_type","Megabat homology type","homologs"
"1980","pvampyrus_homolog_perc_id","%id. target Megabat gene identical to query gene","homologs"
"1981","pvampyrus_homolog_perc_id_r1","%id. query gene identical to target Megabat gene","homologs"
"1982","pvampyrus_homolog_goc_score","Megabat Gene-order conservation score","homologs"
"1983","pvampyrus_homolog_wga_coverage","Megabat Whole-genome alignment coverage","homologs"
"1984","pvampyrus_homolog_orthology_confidence","Megabat orthology confidence [0 low, 1 high]","homologs"
"1985","amexicanus_homolog_ensembl_gene","Mexican tetra gene stable ID","homologs"
"1986","amexicanus_homolog_associated_gene_name","Mexican tetra gene name","homologs"
"1987","amexicanus_homolog_ensembl_peptide","Mexican tetra protein or transcript stable ID","homologs"
"1988","amexicanus_homolog_chromosome","Mexican tetra chromosome/scaffold name","homologs"
"1989","amexicanus_homolog_chrom_start","Mexican tetra chromosome/scaffold start (bp)","homologs"
"1990","amexicanus_homolog_chrom_end","Mexican tetra chromosome/scaffold end (bp)","homologs"
"1991","amexicanus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1992","amexicanus_homolog_subtype","Last common ancestor with Mexican tetra","homologs"
"1993","amexicanus_homolog_orthology_type","Mexican tetra homology type","homologs"
"1994","amexicanus_homolog_perc_id","%id. target Mexican tetra gene identical to query gene","homologs"
"1995","amexicanus_homolog_perc_id_r1","%id. query gene identical to target Mexican tetra gene","homologs"
"1996","amexicanus_homolog_goc_score","Mexican tetra Gene-order conservation score","homologs"
"1997","amexicanus_homolog_wga_coverage","Mexican tetra Whole-genome alignment coverage","homologs"
"1998","amexicanus_homolog_orthology_confidence","Mexican tetra orthology confidence [0 low, 1 high]","homologs"
"1999","mlucifugus_homolog_ensembl_gene","Microbat gene stable ID","homologs"
"2000","mlucifugus_homolog_associated_gene_name","Microbat gene name","homologs"
"2001","mlucifugus_homolog_ensembl_peptide","Microbat protein or transcript stable ID","homologs"
"2002","mlucifugus_homolog_chromosome","Microbat chromosome/scaffold name","homologs"
"2003","mlucifugus_homolog_chrom_start","Microbat chromosome/scaffold start (bp)","homologs"
"2004","mlucifugus_homolog_chrom_end","Microbat chromosome/scaffold end (bp)","homologs"
"2005","mlucifugus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2006","mlucifugus_homolog_subtype","Last common ancestor with Microbat","homologs"
"2007","mlucifugus_homolog_orthology_type","Microbat homology type","homologs"
"2008","mlucifugus_homolog_perc_id","%id. target Microbat gene identical to query gene","homologs"
"2009","mlucifugus_homolog_perc_id_r1","%id. query gene identical to target Microbat gene","homologs"
"2010","mlucifugus_homolog_goc_score","Microbat Gene-order conservation score","homologs"
"2011","mlucifugus_homolog_wga_coverage","Microbat Whole-genome alignment coverage","homologs"
"2012","mlucifugus_homolog_orthology_confidence","Microbat orthology confidence [0 low, 1 high]","homologs"
"2013","acitrinellus_homolog_ensembl_gene","Midas cichlid gene stable ID","homologs"
"2014","acitrinellus_homolog_associated_gene_name","Midas cichlid gene name","homologs"
"2015","acitrinellus_homolog_ensembl_peptide","Midas cichlid protein or transcript stable ID","homologs"
"2016","acitrinellus_homolog_chromosome","Midas cichlid chromosome/scaffold name","homologs"
"2017","acitrinellus_homolog_chrom_start","Midas cichlid chromosome/scaffold start (bp)","homologs"
"2018","acitrinellus_homolog_chrom_end","Midas cichlid chromosome/scaffold end (bp)","homologs"
"2019","acitrinellus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2020","acitrinellus_homolog_subtype","Last common ancestor with Midas cichlid","homologs"
"2021","acitrinellus_homolog_orthology_type","Midas cichlid homology type","homologs"
"2022","acitrinellus_homolog_perc_id","%id. target Midas cichlid gene identical to query gene","homologs"
"2023","acitrinellus_homolog_perc_id_r1","%id. query gene identical to target Midas cichlid gene","homologs"
"2024","acitrinellus_homolog_goc_score","Midas cichlid Gene-order conservation score","homologs"
"2025","acitrinellus_homolog_wga_coverage","Midas cichlid Whole-genome alignment coverage","homologs"
"2026","acitrinellus_homolog_orthology_confidence","Midas cichlid orthology confidence [0 low, 1 high]","homologs"
"2027","mmusculus_homolog_ensembl_gene","Mouse gene stable ID","homologs"
"2028","mmusculus_homolog_associated_gene_name","Mouse gene name","homologs"
"2029","mmusculus_homolog_ensembl_peptide","Mouse protein or transcript stable ID","homologs"
"2030","mmusculus_homolog_chromosome","Mouse chromosome/scaffold name","homologs"
"2031","mmusculus_homolog_chrom_start","Mouse chromosome/scaffold start (bp)","homologs"
"2032","mmusculus_homolog_chrom_end","Mouse chromosome/scaffold end (bp)","homologs"
"2033","mmusculus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2034","mmusculus_homolog_subtype","Last common ancestor with Mouse","homologs"
"2035","mmusculus_homolog_orthology_type","Mouse homology type","homologs"
"2036","mmusculus_homolog_perc_id","%id. target Mouse gene identical to query gene","homologs"
"2037","mmusculus_homolog_perc_id_r1","%id. query gene identical to target Mouse gene","homologs"
"2038","mmusculus_homolog_goc_score","Mouse Gene-order conservation score","homologs"
"2039","mmusculus_homolog_wga_coverage","Mouse Whole-genome alignment coverage","homologs"
"2040","mmusculus_homolog_orthology_confidence","Mouse orthology confidence [0 low, 1 high]","homologs"
"2041","mmurinus_homolog_ensembl_gene","Mouse Lemur gene stable ID","homologs"
"2042","mmurinus_homolog_associated_gene_name","Mouse Lemur gene name","homologs"
"2043","mmurinus_homolog_ensembl_peptide","Mouse Lemur protein or transcript stable ID","homologs"
"2044","mmurinus_homolog_chromosome","Mouse Lemur chromosome/scaffold name","homologs"
"2045","mmurinus_homolog_chrom_start","Mouse Lemur chromosome/scaffold start (bp)","homologs"
"2046","mmurinus_homolog_chrom_end","Mouse Lemur chromosome/scaffold end (bp)","homologs"
"2047","mmurinus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2048","mmurinus_homolog_subtype","Last common ancestor with Mouse Lemur","homologs"
"2049","mmurinus_homolog_orthology_type","Mouse Lemur homology type","homologs"
"2050","mmurinus_homolog_perc_id","%id. target Mouse Lemur gene identical to query gene","homologs"
"2051","mmurinus_homolog_perc_id_r1","%id. query gene identical to target Mouse Lemur gene","homologs"
"2052","mmurinus_homolog_goc_score","Mouse Lemur Gene-order conservation score","homologs"
"2053","mmurinus_homolog_wga_coverage","Mouse Lemur Whole-genome alignment coverage","homologs"
"2054","mmurinus_homolog_orthology_confidence","Mouse Lemur orthology confidence [0 low, 1 high]","homologs"
"2055","fheteroclitus_homolog_ensembl_gene","Mummichog gene stable ID","homologs"
"2056","fheteroclitus_homolog_associated_gene_name","Mummichog gene name","homologs"
"2057","fheteroclitus_homolog_ensembl_peptide","Mummichog protein or transcript stable ID","homologs"
"2058","fheteroclitus_homolog_chromosome","Mummichog chromosome/scaffold name","homologs"
"2059","fheteroclitus_homolog_chrom_start","Mummichog chromosome/scaffold start (bp)","homologs"
"2060","fheteroclitus_homolog_chrom_end","Mummichog chromosome/scaffold end (bp)","homologs"
"2061","fheteroclitus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2062","fheteroclitus_homolog_subtype","Last common ancestor with Mummichog","homologs"
"2063","fheteroclitus_homolog_orthology_type","Mummichog homology type","homologs"
"2064","fheteroclitus_homolog_perc_id","%id. target Mummichog gene identical to query gene","homologs"
"2065","fheteroclitus_homolog_perc_id_r1","%id. query gene identical to target Mummichog gene","homologs"
"2066","fheteroclitus_homolog_goc_score","Mummichog Gene-order conservation score","homologs"
"2067","fheteroclitus_homolog_wga_coverage","Mummichog Whole-genome alignment coverage","homologs"
"2068","fheteroclitus_homolog_orthology_confidence","Mummichog orthology confidence [0 low, 1 high]","homologs"
"2069","hgfemale_homolog_ensembl_gene","Naked mole-rat female gene stable ID","homologs"
"2070","hgfemale_homolog_associated_gene_name","Naked mole-rat female gene name","homologs"
"2071","hgfemale_homolog_ensembl_peptide","Naked mole-rat female protein or transcript stable ID","homologs"
"2072","hgfemale_homolog_chromosome","Naked mole-rat female chromosome/scaffold name","homologs"
"2073","hgfemale_homolog_chrom_start","Naked mole-rat female chromosome/scaffold start (bp)","homologs"
"2074","hgfemale_homolog_chrom_end","Naked mole-rat female chromosome/scaffold end (bp)","homologs"
"2075","hgfemale_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2076","hgfemale_homolog_subtype","Last common ancestor with Naked mole-rat female","homologs"
"2077","hgfemale_homolog_orthology_type","Naked mole-rat female homology type","homologs"
"2078","hgfemale_homolog_perc_id","%id. target Naked mole-rat female gene identical to query gene","homologs"
"2079","hgfemale_homolog_perc_id_r1","%id. query gene identical to target Naked mole-rat female gene","homologs"
"2080","hgfemale_homolog_goc_score","Naked mole-rat female Gene-order conservation score","homologs"
"2081","hgfemale_homolog_wga_coverage","Naked mole-rat female Whole-genome alignment coverage","homologs"
"2082","hgfemale_homolog_orthology_confidence","Naked mole-rat female orthology confidence [0 low, 1 high]","homologs"
