Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,Ethnicity,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue
SRR8670747,55,WGS,GCA_000001405.13,202,124634400768,NIBRI,PRJNA523380,SAMN10987944,Human,66859991330,SCC-4,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5466633,Illumina HiSeq 2000,cell line,WGS-SCC4_UPPER_AERODIGESTIVE_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SCC4_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8639178,71,WGS,GCA_000001405.13,202,116133646484,ECACC:GP2d,PRJNA523380,SAMN10988004,Human,58774755548,GP2d,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5437555,Illumina HiSeq 2000,cell line,WGS-GP2D_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GP2D_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8652052,NA,WGS,GCA_000001405.13,202,115280103160,ATCC:NCI-H2030,PRJNA523380,SAMN10988239,Human,53421202922,NCI-H2030,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),metastasis,Caucasian,SRX5449848,Illumina HiSeq 2000,cell line,WGS-NCIH2030_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2030_LUNG,cell culture,male,SRP186687,lung
SRR8652130,43,WGS,GCA_000001405.13,202,127383763582,ATCC:NCI-H1299,PRJNA523380,SAMN10988385,Human,67618551501,NCI-H1299,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),metastasis,Caucasian,SRX5449770,Illumina HiSeq 2000,cell line,WGS-NCIH1299_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1299_LUNG,cell culture,male,SRP186687,lung
SRR8639179,37,WGS,GCA_000001405.13,202,119862360646,NIBRI,PRJNA523380,SAMN10987915,Human,63838489887,H4,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5437554,Illumina HiSeq 2000,cell line,WGS-H4_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,H4_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8639190,54,WGS,GCA_000001405.13,202,120667877662,NIBRI,PRJNA523380,SAMN10988200,Human,61245479568,Caov-3,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5437543,Illumina HiSeq 2000,cell line,WGS-CAOV3_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAOV3_OVARY,cell culture,female,SRP186687,ovary
SRR8639224,71,WGS,GCA_000001405.13,202,120226758546,ECACC:COR-L24,PRJNA523380,SAMN10988002,Human,67554445280,COR-L24,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5437509,Illumina HiSeq 2000,cell line,WGS-CORL24_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CORL24_LUNG,cell culture,male,SRP186687,lung
SRR8639236,66,WGS,GCA_000001405.13,202,134748369068,HSRRB,PRJNA523380,SAMN10987784,Human,71361086652,FU97,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (diffuse_adenocarcinoma),primary,Asian,SRX5437497,Illumina HiSeq 2000,cell line,WGS-FU97_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,FU97_STOMACH,cell culture,female,SRP186687,stomach
SRR8670756,24,WGS,GCA_000001405.13,202,131542939542,ATCC:PLC/PRF/5,PRJNA523380,SAMN10988112,Human,61518963559,PLC/PRF/5,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,African_american,SRX5466624,Illumina HiSeq 2000,cell line,WGS-PLCPRF5_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PLCPRF5_LIVER,cell culture,male,SRP186687,liver
SRR8652079,NA,WGS,GCA_000001405.13,202,123802033104,ATCC:NCI-H358,PRJNA523380,SAMN10987886,Human,59920183543,NCI-H358,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (bronchioloalveolar_adenocarcinoma),primary,Caucasian,SRX5449821,Illumina HiSeq 2000,cell line,WGS-NCIH358_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH358_LUNG,cell culture,male,SRP186687,lung
SRR8639136,67,WGS,GCA_000001405.13,202,112322711454,DSMZ:8305C,PRJNA523380,SAMN10988447,Human,60124378845,8305C,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (anaplastic_carcinoma),primary,Asian,SRX5437597,Illumina HiSeq 2000,cell line,WGS-8305C_THYROID,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,8305C_THYROID,cell culture,female,SRP186687,thyroid
SRR8639192,63,WGS,GCA_000001405.13,202,124647670754,ICLC,PRJNA523380,SAMN10987869,Human,63907454389,CAS-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5437541,Illumina HiSeq 2000,cell line,WGS-CAS1_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAS1_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8652055,59,WGS,GCA_000001405.13,202,113595968156,NIBRI,PRJNA523380,SAMN10987993,Human,56288028605,NCI-H2081,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449845,Illumina HiSeq 2000,cell line,WGS-NCIH2081_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2081_LUNG,cell culture,female,SRP186687,lung
SRR8670687,NA,WGS,GCA_000001405.13,202,124473731988,ATCC:NCI-H460,PRJNA523380,SAMN10987808,Human,58940751576,NCI-H460,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),metastasis,Caucasian,SRX5466693,Illumina HiSeq 2000,cell line,WGS-NCIH460_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH460_LUNG,cell culture,male,SRP186687,lung
SRR8670708,82,WGS,GCA_000001405.13,202,108940509506,NIBRI,PRJNA523380,SAMN10988325,Human,55292029458,SW48,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5466672,Illumina HiSeq 2000,cell line,WGS-SW48_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW48_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8639175,54,WGS,GCA_000001405.13,202,129148387910,ATCC:A-375,PRJNA523380,SAMN10988347,Human,73474596393,A-375,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5437558,Illumina HiSeq 2000,cell line,WGS-A375_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A375_SKIN,cell culture,female,SRP186687,skin
SRR8652068,NA,WGS,GCA_000001405.13,202,130843781990,HSSRB,PRJNA523380,SAMN10987840,Human,66206340853,KALS-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Asian,SRX5449832,Illumina HiSeq 2000,cell line,WGS-KALS1_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KALS1_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8670697,72,WGS,GCA_000001405.13,202,129962181674,JHSF,PRJNA523380,SAMN10988359,Human,76535005662,NUGC-3,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5466683,Illumina HiSeq 2000,cell line,WGS-NUGC3_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NUGC3_STOMACH,cell culture,male,SRP186687,stomach
SRR8670692,NA,WGS,GCA_000001405.13,202,144183157212,ATCC:NCI-H520,PRJNA523380,SAMN10987782,Human,72912806176,NCI-H520,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5466688,Illumina HiSeq 2000,cell line,WGS-NCIH520_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH520_LUNG,cell culture,male,SRP186687,lung
SRR8639194,35,WGS,GCA_000001405.13,202,104385250734,DSMZ:CAL-85-1,PRJNA523380,SAMN10988345,Human,54714076589,CAL-85-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5437539,Illumina HiSeq 2000,cell line,WGS-CAL851_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAL851_BREAST,cell culture,female,SRP186687,breast
SRR8639206,23,WGS,GCA_000001405.13,202,134586807044,ATCC:BT-483,PRJNA523380,SAMN10988523,Human,69099565656,BT-483,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma\, medullary)",primary,Caucasian,SRX5437527,Illumina HiSeq 2000,cell line,WGS-BT483_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,BT483_BREAST,cell culture,female,SRP186687,breast
SRR8652109,53,WGS,GCA_000001405.13,201,113788479982,NIBRI,PRJNA523380,SAMN10988182,Human,55160037179,HuTu 80,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,African_american,SRX5449791,Illumina HiSeq 2000,cell line,WGS-HUTU80_SMALL_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HUTU80_SMALL_INTESTINE,cell culture,male,SRP186687,small_intestine
SRR8652118,64,WGS,GCA_000001405.13,202,133991312458,HSSRB,PRJNA523380,SAMN10987855,Human,73628033529,HSC-3,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,Asian,SRX5449782,Illumina HiSeq 2000,cell line,WGS-HSC3_UPPER_AERODIGESTIVE_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HSC3_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8670752,NA,WGS,GCA_000001405.13,202,129281239270,DSMZ:RT-112,PRJNA523380,SAMN10988358,Human,74380210917,RT-112,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5466628,Illumina HiSeq 2000,cell line,WGS-RT112_URINARY_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RT112_URINARY_TRACT,cell culture,female,SRP186687,urinary_tract
SRR8670774,52,WGS,GCA_000001405.13,202,125378443528,HSSRB,PRJNA523380,SAMN10987627,Human,65268601476,SNG-M,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5466606,Illumina HiSeq 2000,cell line,WGS-SNGM_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNGM_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8639195,51,WGS,GCA_000001405.13,201,141847871362,ATCC:CAMA-1,PRJNA523380,SAMN10987851,Human,70981923877,CAMA-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5437538,Illumina HiSeq 2000,cell line,WGS-CAMA1_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAMA1_BREAST,cell culture,female,SRP186687,breast
SRR8639205,60,WGS,GCA_000001405.13,202,131288763144,NIBRI,PRJNA523380,SAMN10988308,Human,66445464028,BT-474,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437528,Illumina HiSeq 2000,cell line,WGS-BT474_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,BT474_BREAST,cell culture,female,SRP186687,breast
SRR8652049,68,WGS,GCA_000001405.13,180,187009339162,ATCC:NCI-H196,PRJNA523380,SAMN10988217,Human,102481385644,NCI-H196,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449851,Illumina HiSeq 2000,cell line,WGS-NCIH196_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH196_LUNG,cell culture,male,SRP186687,lung
SRR8652059,25,WGS,GCA_000001405.13,202,111185497510,ECAAC,PRJNA523380,SAMN10988031,Human,56352366488,KARPAS-299,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (anaplastic_large_cell_lymphoma),primary,Caucasian,SRX5449841,Illumina HiSeq 2000,cell line,WGS-KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8639137,72,WGS,GCA_000001405.13,202,133689788472,DSMZ:23132/87,PRJNA523380,SAMN10988573,Human,64161745942,23132/87,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5437596,Illumina HiSeq 2000,cell line,WGS-2313287_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2313287_STOMACH,cell culture,male,SRP186687,stomach
SRR8639165,49,WGS,GCA_000001405.13,202,165511248634,NIBRI,PRJNA523380,SAMN10988137,Human,78068792115,HCC70,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,African_american,SRX5437568,Illumina HiSeq 2000,cell line,WGS-HCC70_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC70_BREAST,cell culture,female,SRP186687,breast
SRR8639168,55,WGS,GCA_000001405.13,202,106140378234,ATCC:AN3 CA,PRJNA523380,SAMN10988375,Human,52497579027,AN3 CA,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5437565,Illumina HiSeq 2000,cell line,WGS-AN3CA_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,AN3CA_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8639200,50,WGS,GCA_000001405.13,202,106134438626,DSMZ:EFM-19,PRJNA523380,SAMN10988267,Human,52708578674,EFM-19,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5437533,Illumina HiSeq 2000,cell line,WGS-EFM19_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFM19_BREAST,cell culture,female,SRP186687,breast
SRR8639233,56,WGS,GCA_000001405.13,202,133112566806,NIBRI,PRJNA523380,SAMN10987898,Human,70479652865,FaDu,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5437500,Illumina HiSeq 2000,cell line,WGS-FADU_UPPER_AERODIGESTIVE_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,FADU_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8639239,42,WGS,GCA_000001405.13,202,116919913910,DSMZ:GAMG,PRJNA523380,SAMN10988278,Human,59699215828,GAMG,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5437494,Illumina HiSeq 2000,cell line,WGS-GAMG_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GAMG_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8652101,58,WGS,GCA_000001405.13,202,116571353214,NA,PRJNA523380,SAMN10988327,Human,57762973962,LS 180,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449799,Illumina HiSeq 2000,cell line,WGS-LS180_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LS180_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8652115,56,WGS,GCA_000001405.13,202,117724675446,ATCC:Hs 294T,PRJNA523380,SAMN10988350,Human,54878728316,Hs 294T,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5449785,Illumina HiSeq 2000,cell line,WGS-HS294T_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HS294T_SKIN,cell culture,male,SRP186687,skin
SRR8652120,39,WGS,GCA_000001405.13,202,113647719748,GNF,PRJNA523380,SAMN10988431,Human,61207779474,MKN7,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (tubular_adenocarcinoma),metastasis,Asian,SRX5449780,Illumina HiSeq 2000,cell line,WGS-MKN7_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MKN7_STOMACH,cell culture,male,SRP186687,stomach
SRR8652128,68,WGS,GCA_000001405.13,202,113382187314,NA,PRJNA523380,SAMN10987797,Human,61620768575,MFE-296,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449772,Illumina HiSeq 2000,cell line,WGS-MFE296_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MFE296_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8652148,59,WGS,GCA_000001405.13,202,109850009254,ATCC:NCI-H146,PRJNA523380,SAMN10988324,Human,52390455275,NCI-H146,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449752,Illumina HiSeq 2000,cell line,WGS-NCIH146_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH146_LUNG,cell culture,male,SRP186687,lung
SRR8670694,63,WGS,GCA_000001405.13,202,153876366178,ATCC:NCI-H524,PRJNA523380,SAMN10988203,Human,86687694995,NCI-H524,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466686,Illumina HiSeq 2000,cell line,WGS-NCIH524_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH524_LUNG,cell culture,male,SRP186687,lung
SRR8670741,46,WGS,GCA_000001405.13,202,120903042224,ECACC:OV56,PRJNA523380,SAMN10987613,Human,62817837634,OV56,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5466639,Illumina HiSeq 2000,cell line,WGS-OV56_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OV56_OVARY,cell culture,female,SRP186687,ovary
SRR8670755,67,WGS,GCA_000001405.13,202,119999545916,GNF,PRJNA523380,SAMN10987772,Human,56329160765,SF-295,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5466625,Illumina HiSeq 2000,cell line,WGS-SF295_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SF295_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8670765,18,WGS,GCA_000001405.13,202,102283199546,ATCC:RPMI-7951,PRJNA523380,SAMN10987964,Human,47948926684,RPMI-7951,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5466615,Illumina HiSeq 2000,cell line,WGS-RPMI7951_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RPMI7951_SKIN,cell culture,female,SRP186687,skin
SRR8670733,56,WGS,GCA_000001405.13,202,107148066748,NIBRI,PRJNA523380,SAMN10987682,Human,53642199944,PANC-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5466647,Illumina HiSeq 2000,cell line,WGS-PANC1_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC1_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8639184,32,WGS,GCA_000001405.13,202,121367523852,ATCC:HCC1500,PRJNA523380,SAMN10988466,Human,60744742672,HCC1500,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,African_american,SRX5437549,Illumina HiSeq 2000,cell line,WGS-HCC1500_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1500_BREAST,cell culture,female,SRP186687,breast
SRR8639235,65,WGS,GCA_000001405.13,202,106952403084,NIBRI,PRJNA523380,SAMN10988241,Human,54158309689,FU-OV-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (serous_carcinoma),primary,Asian,SRX5437498,Illumina HiSeq 2000,cell line,WGS-FUOV1_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,FUOV1_OVARY,cell culture,female,SRP186687,ovary
SRR8652071,1,WGS,GCA_000001405.13,202,139097549460,NIBRI,PRJNA523380,SAMN10988099,Human,73507806504,KYM-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdomyosarcoma,primary,Asian,SRX5449829,Illumina HiSeq 2000,cell line,WGS-KYM1_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KYM1_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8652097,60,WGS,GCA_000001405.13,202,127478401390,NIBRI,PRJNA523380,SAMN10987619,Human,66557862602,LN-229,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5449803,Illumina HiSeq 2000,cell line,WGS-LN229_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LN229_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8652124,62,WGS,GCA_000001405.13,202,143128347754,HSRRB,PRJNA523380,SAMN10988555,Human,77604931585,MKN-45,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (diffuse_adenocarcinoma),metastasis,Asian,SRX5449776,Illumina HiSeq 2000,cell line,WGS-MKN45_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MKN45_STOMACH,cell culture,female,SRP186687,stomach
